t_data,ws_original,ws,del_0_v,omega_0_v,K1,K2,K3
0.0,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.010526315789473684,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.021052631578947368,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.031578947368421054,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.042105263157894736,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.05263157894736842,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.06315789473684211,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.07368421052631578,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.08421052631578947,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.09473684210526316,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.10526315789473684,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.11578947368421053,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.12631578947368421,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.1368421052631579,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.14736842105263157,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.15789473684210525,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.16842105263157894,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.17894736842105263,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.18947368421052632,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
0.2,376.9911,37.699110000000005,-0.1,38.39911,0.5,1.0,0.16999999999999998
