t_data,del_target_values,delta_pred,omega_target_values,omega_pred
0.0,-1.0,-1.0001484248863313,383.9911,384.0099908157242
0.022222222222222223,-0.8441470937506322,-0.8441730734257941,384.0141738637016,384.0161689608575
0.044444444444444446,-0.688037423854327,-0.6879231377371109,384.01380785223796,384.0150437409637
0.06666666666666667,-0.532221929280883,-0.5319977960496319,383.98722104425633,383.9867538348105
0.08888888888888889,-0.37730623111816064,-0.37700518952331397,383.93247233810155,383.93092626989016
0.11111111111111112,-0.22393211145393088,-0.22356107294340288,383.848559990875,383.84724923581786
0.13333333333333333,-0.07274950946655794,-0.07228744570919043,383.7354286389266,383.73547290857067
0.15555555555555556,0.07560493585276483,0.07618883410418081,383.59395208830244,383.59541014886014
0.17777777777777778,0.2205150309138274,0.22123744979570342,383.4258932254494,383.4269370731493
0.2,0.36141699867384636,0.36222603735525744,383.23369741858244,383.23369741858244
