t_data,delta_pred,omega_pred
0.0,-0.09009606141087859,38.381906257313545
0.125,-0.004746529246685685,38.342920923947204
0.25,0.07085666957592146,38.245475235463864
0.375,0.13184477961927923,38.11267241276854
0.5,0.1742472727680558,38.03832994519022
